ID,specifypositive_April2020,specifypositive_May2020,specifypositive_Nov2020,specifypositive_April2021,Corpus,clean_text,char_len,word_len,containsJunkWord,dup_idx,similar_idx,dup_similar_idx,FINAL_CLUSTER_ID,Seed_Q1,Seed_Q2,Dist_to_Center,Cohesion,FREQ,COVERAGE
c04da2c5,More exercise spending less money,"more exercise, drinking less alcohol, spending less money",Sport and closer to friends,"drinking less, spending less, more time with family, able to focus on myself","More exercise spending less money. more exercise, drinking less alcohol, spending less money. Sport and closer to friends. drinking less, spending less, more time with family, able to focus on myself",exercise spend less money exercise drink less alcohol spend less money sport close friend drink less spend less time family able focus,199,31,0,['c04da2c5'],"['0f1a455c', '69519e9a', 'c04da2c5', 'c638999b']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
c06af846,Feeling of shared goals with community,Appreciation for what I have,,As an introvert it is easier without seeing everyone else's social activities all the time.,Feeling of shared goals with community. Appreciation for what I have.  As an introvert it is easier without seeing everyone else's social activities all the time.,feel share goal community appreciation what introvert easy without see everyone else social activity time,162,26,0,['c06af846'],['c06af846'],"('c06af846',)",8,less time social medium appreciation little thing life self care appreciation little thing people seem friendly say hi distance when one hour exercise grateful little thing,feel share goal community appreciation what introvert easy without see everyone else social activity time,0.253,0.679,11,1.2629161882893227
c12c2c79,"No social life, no meals out, no church, no shopping","No eating out, church activities, shopping or visiting",,,"No social life, no meals out, no church, no shopping. No eating out, church activities, shopping or visiting.",social life meal church shop eat church activity shop visit,109,18,0,['c12c2c79'],['c12c2c79'],"('c12c2c79',)",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.283,0.676,136,15.614236509758898
c1895752,,,Saved lots of money,Saved lots of money,Saved lots of money. Saved lots of money,save lot money save lot money,40,8,0,['c1895752'],['c1895752'],"('c1895752',)",34,spend less,save lot money save lot money,0.195,0.714,13,1.492537313432836
c1edd621,,People washing their hands more,,,People washing their hands more.,people wash their hand,32,5,0,['c1edd621'],['c1edd621'],"('c1edd621',)",53,frequancy washing hand,hand washing,0.142,0.879,7,0.8036739380022963
c2044501,,,more offline hobbies,,more offline hobbies.,offline hobby,21,3,0,['c2044501'],['c2044501'],"('c2044501',)",86,free leisure time,free time pursue hobby free time pursue interest free time free time,0.33,0.701,6,0.6888633754305397
c2769e52,"Community pulling together, talking to family and friends regularly on zoom",community pulling together etc,more time with family,More time at home with family,"Community pulling together, talking to family and friends regularly on zoom. community pulling together etc. more time with family. More time at home with family",community pull together talk family friend regularly zoom community pull together etc time family time home family,161,25,0,['c2769e52'],['c2769e52'],"('c2769e52',)",40,community spirit neighbour come together help time family .. family time family time reduce travel family time,loved parent time spend familiy time spend family,0.27,0.689,11,1.2629161882893227
c2a0420c,"Eating healthier, less drinking",eating less/healthier and washing hands more often. More time at home means I've been more productive,More free time for hobbies,"There was a shortage of workers at my new job which led to me being hired, so my financial situation has improved and I've started saving more. Also my partner has saved so much over the pandemic that we're almost ready to buy our first house","Eating healthier, less drinking. eating less/healthier and washing hands more often. More time at home means I've been more productive. More free time for hobbies. There was a shortage of workers at my new job which led to me being hired, so my financial situation has improved and I've started saving more. Also my partner has saved so much over the pandemic that we're almost ready to buy our first house",eat healthy less drink eat less healthy washing hand often time home mean productive free time hobby shortage worker new job which lead hire financial situation improve start save also partner save much pandemic almost ready buy our first house,406,71,0,['c2a0420c'],"['bace4622', 'c2a0420c']","('bace4622', 'c2a0420c')",55,take time yoga every day time exercise time hobby spend time partner slow pace life .. well work life balance exercise properly .. learn technology work personal life connect people past spend time partner part lockdown get good exercise health routine feel quite relaxed know not anywhere learn cope well crisis give perspective what important life .. save money invest money stock market when market low,well diet health conscious thinking healthy also keep home hygienic .. try eat healthily get much need exercise also organise home much need internal decoration achieve put financial plan action foreseeable future retirement force early covid 19,0.164,0.824,7,0.8036739380022963
c2ef6b4d,,,,More time for things I'd like to do,More time for things I'd like to do,time thing would like do,35,8,0,['c2ef6b4d'],['c2ef6b4d'],"('c2ef6b4d',)",5,time,time reflect relax,0.281,0.645,14,1.6073478760045925
c3367bf3,quieter surroundings,Renewed contact with old friends,,A desire for a simpler life ,quieter surroundings. Renewed contact with old friends.  A desire for a simpler life,quiet surrounding renew contact old friend desire simple life,84,13,0,['c3367bf3'],['c3367bf3'],"('c3367bf3',)",63,quiet surrounding renew contact old friend desire simple life,touch old friend zoom,0.203,0.761,3,0.34443168771526983
c3a13262,getting to work from home,Getting time to catch up on personal goals,scheduling flexibility,,getting to work from home. Getting time to catch up on personal goals. scheduling flexibility.,get work home get time catch personal goal scheduling flexibility,94,15,0,['c3a13262'],['c3a13262'],"('c3a13262',)",82,eat healthy work home mean wake almost 2 hour later when commute work .. commute mean get extra hour bed also time yoga immediately work much short commute eat healthy meal change career relationship,work consistent schedule since work home able consistently work 3 day week .. work frequently consistent work schedule enjoy work home able create stable routine due stay home time reconnecte friend family technology like zoom,0.245,0.79,5,0.574052812858783
c3c90e55,"more time spent alone, self reflecting, meditating, etc.","appreciation for my health, family and friends","more quiet time, opportunities to attend online events that wouldn't have occurred otherwise. ","opportunities to attend online events, such as Tony Robbins seminar.","more time spent alone, self reflecting, meditating, etc.. appreciation for my health, family and friends. more quiet time, opportunities to attend online events that wouldn't have occurred otherwise. . opportunities to attend online events, such as Tony Robbins seminar.",time spend alone self reflect meditate etc .. appreciation health family friend quiet time opportunity attend event would not occur otherwise opportunity attend event tony robbins seminar,270,39,0,['c3c90e55'],['c3c90e55'],"('c3c90e55',)",85,chance slow life spend time daughter speak family member often close daughter time take hobby .. time daughter time family dog,slow spend time child read get to know neighbour speak relative time spend child start business time family new job,0.26,0.777,6,0.6888633754305397
c3cf3f5f,,,,saving more,saving more,save,11,2,0,['c3cf3f5f'],['c3cf3f5f'],"('c3cf3f5f',)",77,save,able save,0.165,0.749,4,0.4592422502870264
c3e1ed09,,,"same income, we spend a lot less on gas",My husband working from home has saved money which would have been spent on gasoline for the car.,"same income, we spend a lot less on gas. My husband working from home has saved money which would have been spent on gasoline for the car.",income spend lot less gas husband work home save money which would spend gasoline car,138,27,0,['c3e1ed09'],['c3e1ed09'],"('c3e1ed09',)",2,work home confine home spending less money save money long commute,work home work home home improvement do less commuting home work,0.27,0.73,28,3.214695752009185
c407763f,,,,Home working,Home working,home work,12,2,0,['c407763f'],"['2ab49ea2', 'c407763f']","('2ab49ea2', '69266435', '77d7738e', 'a913557e', 'c407763f')",23,currently work home spend money food working hour,less waste food save money spend time child work home option able work home day,0.263,0.734,13,1.492537313432836
c42be426,,"Less smoking, more aware of surroundings ",,,"Less smoking, more aware of surroundings .",less smoking aware surrounding,42,7,0,['c42be426'],['c42be426'],"('c42be426',)",30,time cook exercise less traffic noise walk around local area often reduce emission easy attend appointment etc work day less time spend commute commute increase time do thing home,less pollution less work related stress save money free time,0.473,0.726,13,1.492537313432836
c46c8d5d,,,"I cannot travel for leisure as much, I avoid going into indoor spaces apart from my house unless essential, my self employment has changed meaning I no longer work out of the house.","I am more at one with nature, I now appreciate every day things more such as going for walks","I cannot travel for leisure as much, I avoid going into indoor spaces apart from my house unless essential, my self employment has changed meaning I no longer work out of the house.. I am more at one with nature, I now appreciate every day things more such as going for walks",can not travel leisure much avoid go indoor space apart house unless essential self employment change mean long work house .. one nature appreciate every day thing go walk,275,52,0,['c46c8d5d'],['c46c8d5d'],"('c46c8d5d',)",28,time get thing do not time do can work posture when work home able save money can live home save money by not pay rent move away rental place also got spend many month home country can work remotely,get time pet spend time home instead travel work .. girlfriend move girlfriend move stop travel 100 night year work start work home girlfriend move month ago purchase home,0.238,0.658,16,1.8369690011481057
c4782c12,,,Family time ,More money,Family time . More money,family time money,24,5,0,['c4782c12'],"['31046764', '61011b9a', 'ae3b5411', 'c4782c12', 'ddba36c1']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
c49cd901,,,,Wash hands more.,Wash hands more.,wash hand,16,3,0,"['67f60bb1', '78488733', 'c49cd901']",-1,"('64786cbd', '67f60bb1', '78488733', 'c49cd901')",53,frequancy washing hand,hand washing,0.098,0.879,7,0.8036739380022963
c4bf0922,Organizing.  Relaxing.  Being present.  Not spending money,A time to re-set.  Thinking about the future more aggresively,More time with dog.  Off of the gerbil wheel of life,Realized some of the rat race were not useful,Organizing.  Relaxing.  Being present.  Not spending money. A time to re-set.  Thinking about the future more aggresively. More time with dog.  Off of the gerbil wheel of life. Realized some of the rat race were not useful,organize relax present not spend money time re set think future aggresively time dog gerbil wheel life realize rat race not useful,222,37,0,['c4bf0922'],['c4bf0922'],"('c4bf0922',)",33,regular lifestyle slow pace life change priority introspection money concentration work,financial uncertainty gratitude life time stocktake reprioritise improve relationship well life balance,0.312,0.66,13,1.492537313432836
c5541af2,,Better understanding of myself.,virtual meetings with people I no longer live near,Online weekly gatherings with friends who are physically distant.,Better understanding of myself.. virtual meetings with people I no longer live near. Online weekly gatherings with friends who are physically distant.,well understanding .. virtual meeting people long live near weekly gathering friend who physically distant,150,22,0,['c5541af2'],['c5541af2'],"('c5541af2',)",29,family connect weekly via video call time self care time family close family regular contact,communicate family,0.354,0.71,15,1.722158438576349
c600a6f7,,,,made us spend less money and save more,made us spend less money and save more,make we spend less money save,38,8,0,['c600a6f7'],['c600a6f7'],"('c600a6f7',)",34,spend less,save lot money save lot money,0.242,0.714,13,1.492537313432836
c638999b,I have more time to exercise,"I talk to my family more often, I have more time to exercise, I have taken up yoga, I feel part of the local community in a new way",I exercise more. I have more time to write. I don't have to commute so much.,Working from home. Having more time for myself. Spending a lot more time outdoors. Connecting with people who live at an impractical distance online.,"I have more time to exercise. I talk to my family more often, I have more time to exercise, I have taken up yoga, I feel part of the local community in a new way. I exercise more. I have more time to write. I don't have to commute so much.. Working from home. Having more time for myself. Spending a lot more time outdoors. Connecting with people who live at an impractical distance online.",time exercise talk family often time exercise take yoga feel part local community new way exercise time write do not commute much .. work home time spend lot time outdoors connect people who live impractical distance,390,75,0,['c638999b'],"['0f1a455c', '69519e9a', 'c04da2c5', 'c638999b']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
c6a504db,Time to do things in my home that I would not have had time to do before COVID-19,,,It has taught me to plan ahead,Time to do things in my home that I would not have had time to do before COVID-19.   It has taught me to plan ahead,time do thing home would not time do covid 19 teach plan ahead,115,25,0,['c6a504db'],['c6a504db'],"('c6a504db',)",42,time do thing home would not time do covid 19 teach plan ahead,due anxiety would rather stay home covid 19 provide good excuse do not feel pressure leave house do thing train course volunteer,0.216,0.68,5,0.574052812858783
c6a7a272,More community spirited,cooking more healthier meals for my family,feel more calmer. Cooking more from scratch,"able to spend more time with my child, feel more rested","More community spirited. cooking more healthier meals for my family. feel more calmer. Cooking more from scratch. able to spend more time with my child, feel more rested",community spirited cooking healthy meal family feel calm cooking scratch able spend time child feel rest,169,28,0,['c6a7a272'],['c6a7a272'],"('c6a7a272',)",52,community spirited cooking healthy meal family feel calm cooking scratch able spend time child feel rest,cook focus work wellbee less wasteful productive save money less commute save money healthy lifestyle,0.15,0.719,11,1.2629161882893227
c70a3968,More General reading and Bible study,More Reading,Have played Music more frequently and read more,,More General reading and Bible study. More Reading. Have played Music more frequently and read more.,general read bible study reading play music frequently read,100,16,0,['c70a3968'],['c70a3968'],"('c70a3968',)",6,sanitize meditate often eat well .. meditation exercise health diet work well workout routine diet close bond family member,close relationship friend family close relationship family member due quarantine close relationship friend due increase communication social medium .. focus mental physical wellness start podcast improve skincare lose weight improve relationship improve grade improve focus self care improve focus goal,0.376,0.706,17,1.9517795637198623
c71eb976,More handgel used,I wash my hands for longer,,,More handgel used. I wash my hands for longer.,handgel use wash hand long,46,9,0,['c71eb976'],['c71eb976'],"('c71eb976',)",41,spend time family member well hygiene habit wash hand often ..,disinfect often well hygiene handwash washing hand often sanitize surface often,0.168,0.812,6,0.6888633754305397
c74aa036,,More time to do work.,More video game time,More time with friends,More time to do work.. More video game time. More time with friends,time do work .. video game time time friend,67,13,0,['c74aa036'],['c74aa036'],"('c74aa036',)",5,time,time reflect relax,0.351,0.645,14,1.6073478760045925
c7564bc3,Spending more time with family,"More focused on what is truly important in life. Am using this time to better myself physically, financially, etc.",More quality time spent with the family,,"Spending more time with family. More focused on what is truly important in life. Am using this time to better myself physically, financially, etc.. More quality time spent with the family.",spend time family focus what truly important life use time well physically financially etc .. quality time spend family,188,31,0,['c7564bc3'],"['0fd5b77a', '12230669', '39cf2916', '65424974', 'ae3b5411', 'c7564bc3', 'ff29fe6a']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
c79fd8d5,,,,more online purchasing,more online purchasing,purchase,22,3,0,['c79fd8d5'],['c79fd8d5'],"('c79fd8d5',)",51,purchase,can not go public like use,0.242,0.685,3,0.34443168771526983
c7b02690,More physical activity,Exercising more,,"Listened to more music, exercised more","More physical activity. Exercising more.  Listened to more music, exercised more",physical activity exercise listen music exercise,80,11,0,['c7b02690'],"['9665642e', 'c7b02690']","('07c18654', '0cf6d4d9', '114578a1', '1a7e3ece', '1d5f2287', '3fe3190f', '401bf43e', '5965630a', '5f0dc810', '63f030c8', '670a41e2', '7df82da0', '81ed0607', '9665642e', 'a443da96', 'b5cb55ee', 'b73f6dd8', 'c7b02690', 'c97a4889', 'cfc9506b', 'd013c445', 'd18a8a5f', 'd44a8505', 'f1570e37')",19,run lot usual .. time exercise time exercise,regular daily exercise,0.221,0.759,33,3.788748564867968
c7db617f,Increased fitness and attention to wellbeing,I'm exercising a lot more,I've paid off some debts and become fitter,Savings have increased and less traveling which has been good.,Increased fitness and attention to wellbeing. I'm exercising a lot more. I've paid off some debts and become fitter. Savings have increased and less traveling which has been good.,increase fitness attention wellbeing exercise lot pay debt become fitter saving increase less travel which good,179,29,0,['c7db617f'],['c7db617f'],"('c7db617f',)",11,exercise spend time family make realise thing need change life become debt free,walk exercise less consumerism exercise spend less exercise outdoor feel able live slow pace life do not feel need many material possession,0.257,0.697,17,1.9517795637198623
c837fe2b,,Speaking more frequently to friends who aren't people i see everyday.,Better relationship with people,Appreciating family and friends more,Speaking more frequently to friends who aren't people i see everyday.. Better relationship with people. Appreciating family and friends more,speak frequently friend who not people see everyday .. well relationship people appreciate family friend,140,20,0,['c837fe2b'],['c837fe2b'],"('c837fe2b',)",29,family connect weekly via video call time self care time family close family regular contact,communicate family,0.31,0.71,15,1.722158438576349
c9260dc7,spending time with people i care about,"Moving in with my boyfriend, free time",More free time,Left a toxic relationsjip,"spending time with people i care about. Moving in with my boyfriend, free time. More free time. Left a toxic relationsjip",spend time people care move boyfriend free time free time leave toxic relationsjip,121,21,0,['c9260dc7'],['c9260dc7'],"('c9260dc7',)",79,time spend partner get new hobby also spend time nature .. move significant covid 19,time partner spending time husband able get thing do around house time learn new craft skill .. feel relaxed,0.469,0.695,13,1.492537313432836
c97a4889,More time to work out and I am being healthier.,More time to exercise,,More time to do work,More time to work out and I am being healthier.. More time to exercise.  More time to do work,time work healthy .. time exercise time do work,93,19,0,['c97a4889'],"['0cf6d4d9', '63f030c8', 'c97a4889']","('07c18654', '0cf6d4d9', '114578a1', '1a7e3ece', '1d5f2287', '3fe3190f', '401bf43e', '5965630a', '5f0dc810', '63f030c8', '670a41e2', '7df82da0', '81ed0607', '9665642e', 'a443da96', 'b5cb55ee', 'b73f6dd8', 'c7b02690', 'c97a4889', 'cfc9506b', 'd013c445', 'd18a8a5f', 'd44a8505', 'f1570e37')",19,run lot usual .. time exercise time exercise,regular daily exercise,0.221,0.759,33,3.788748564867968
c99a0d11,"working from home, reduced commute",,no commute,working from home,"working from home, reduced commute.  no commute. working from home",work home reduce commute commute work home,66,10,0,['c99a0d11'],"['00db60f1', '43b56906', 'c99a0d11']","('00db60f1', '43b56906', 'c99a0d11')",2,work home confine home spending less money save money long commute,work home work home home improvement do less commuting home work,0.179,0.73,28,3.214695752009185
c9c608d2,Less pollution ,Less pollution,less income,,Less pollution . Less pollution. less income.,less pollution less pollution less income,45,7,0,['c9c608d2'],['c9c608d2'],"('c9c608d2',)",18,low pollution low traffic wildlife .. reduce traffic well air quality low noise pollution,less pollution less pollution less income,0.167,0.82,8,0.9184845005740528
ca10ff02,,,,Didn't feel pressure to go to social events I didn't care for but went anyway in the past.,Didn't feel pressure to go to social events I didn't care for but went anyway in the past.,not feel pressure go social event not care go anyway past,90,18,0,['ca10ff02'],['ca10ff02'],"('ca10ff02',)",8,less time social medium appreciation little thing life self care appreciation little thing people seem friendly say hi distance when one hour exercise grateful little thing,feel share goal community appreciation what introvert easy without see everyone else social activity time,0.319,0.679,11,1.2629161882893227
ca35346c,,No alarm clock in the mornings ,,,No alarm clock in the mornings .,alarm clock morning,32,7,0,['ca35346c'],['ca35346c'],"('ca35346c',)",26,time child time teenager,time home sleep time,0.285,0.761,5,0.574052812858783
ca69d4fa,,,,More time with my household,More time with my household,time household,27,5,0,['ca69d4fa'],"['0df8a425', 'ca69d4fa']","('00769460', '01c706a7', '03c42dd6', '0483c23c', '05ac6d57', '05b27157', '05b7650a', '0b6ab69c', '0df8a425', '0f1a455c', '0fd5b77a', '112d9cb0', '12230669', '1bd369ff', '1e321ed5', '1f9f5f13', '1ffc3964', '2284c657', '28bc0571', '2add64ff', '2b774412', '31046764', '36b6e112', '39cf2916', '3a091643', '40cfa1cd', '4153e4fc', '426e8869', '452ff3b0', '48ad9e68', '4a8874c4', '52905e06', '6089cf25', '61011b9a', '61e9823c', '6244b533', '65424974', '65b49e68', '687d5890', '69519e9a', '6ad0d637', '6b93e5cd', '6f618d37', '6f64bafb', '70dd2716', '72bc0590', '73e01b6f', '79d3fffa', '7a3a4ddb', '7b787546', '7c443e77', '814f7512', '84027b54', '85faef55', '890a2b84', '896a1fe9', '8a1e5483', '8e697aac', '8f926fe6', '90a40bc7', '93a31630', '999245de', '99c5215c', '9dd3a83e', 'a0e741a4', 'a17f412a', 'a1ca12c2', 'ab4a29d7', 'ac03a50f', 'ae3b5411', 'b035d0f1', 'b1c7486f', 'b61bcee3', 'ba13f2c6', 'bd076d97', 'bef796a6', 'c04da2c5', 'c4782c12', 'c638999b', 'c7564bc3', 'ca69d4fa', 'cbf4ad35', 'd03282c8', 'd211aacf', 'd4bd0715', 'd7211e12', 'd747f918', 'd78fde5d', 'da252a67', 'ddab6104', 'ddba36c1', 'ddbfca35', 'df34ae7f', 'e00deb2a', 'e1b11a02', 'e29cef04', 'e3f28c63', 'e40000ec', 'e63e4dfb', 'e7102e13', 'eb6f6fac', 'ec55e6ce', 'ec8aab1c', 'f78de03a', 'f9968550', 'fab5c22d', 'ff29fe6a')",0,improve contact family friend time spend home get lot work do garden,less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,0.238,0.676,136,15.614236509758898
ca7d481b,A renewed focus on following passions and hobbies due to spending more time at home.,Everyone in my family has improved their cleaning policies. I have more urgency and honesty in communications with friends and family and more time to dedicate to hobbies.,Increased productivity and more free time for hobbies and self-improvement due to constant work-form-home.,More time at home to take up hobbies and finally get around to some fun projects I had always wanted to do.,A renewed focus on following passions and hobbies due to spending more time at home.. Everyone in my family has improved their cleaning policies. I have more urgency and honesty in communications with friends and family and more time to dedicate to hobbies.. Increased productivity and more free time for hobbies and self-improvement due to constant work-form-home.. More time at home to take up hobbies and finally get around to some fun projects I had always wanted to do.,renew focus follow passion hobby due spending time home .. everyone family improve their cleaning policy urgency honesty communication friend family time dedicate hobby .. increase productivity free time hobby self improvement due constant work form home .. time home take hobby finally get around fun project always want do,474,79,0,['ca7d481b'],['ca7d481b'],"('ca7d481b',)",24,time family less stress pressure busy relaxed lifestyle time immediate family our household family harmony time family ability reassess focus what important reduce stress anxiety long commute time home child less rush around mean time choose how use time e.g. discover love gardening,renew focus important thing slow pace life time spend son .. prioritise family health build work debt work life balance home improvement regular contact family,0.226,0.75,16,1.8369690011481057
