,ID,Corpus,clean_text,Topic,Probability
650,be85a679,"reduced traffic, quieter, people more polite in public.   reduces socialising, shopping, travel etc",reduce traffic quiet people polite public reduce socialise shop travel etc,3,1
651,bef796a6,"more time at home with family. More sleep. Work/life balance. Working from home, saving time and money",time home family sleep work life balance work home save time money,-1,0
652,bfab4587,"More Time for myself and less crowded places.  Being able to stay at home has helped me to save money, by saving in transport and meeting with friends.",time less crowded place able stay home helped save money by save transport meeting friend,10,0.897487409
653,c04da2c5,"More exercise spending less money. more exercise, drinking less alcohol, spending less money. Sport and closer to friends. drinking less, spending less, more time with family, able to focus on myself",exercise spend less money exercise drink less alcohol spend less money sport close friend drink less spend less time family able focus,0,0.816956078
654,c06af846,Feeling of shared goals with community. Appreciation for what I have.  As an introvert it is easier without seeing everyone else's social activities all the time.,feel share goal community appreciation what introvert easy without see everyone else social activity time,-1,0
655,c12c2c79,"No social life, no meals out, no church, no shopping. No eating out, church activities, shopping or visiting.",social life meal church shop eat church activity shop visit,3,0.658861744
656,c1895752,Saved lots of money. Saved lots of money,save lot money save lot money,10,1
657,c1edd621,People washing their hands more.,people wash their hand,13,0.523945067
658,c2044501,more offline hobbies.,offline hobby,8,0.743856766
659,c2769e52,"Community pulling together, talking to family and friends regularly on zoom. community pulling together etc. more time with family. More time at home with family",community pull together talk family friend regularly zoom community pull together etc time family time home family,-1,0
660,c2a0420c,"Eating healthier, less drinking. eating less/healthier and washing hands more often. More time at home means I've been more productive. More free time for hobbies. There was a shortage of workers at my new job which led to me being hired, so my financial situation has improved and I've started saving more. Also my partner has saved so much over the pandemic that we're almost ready to buy our first house",eat healthy less drink eat less healthy washing hand often time home mean productive free time hobby shortage worker new job which lead hire financial situation improve start save also partner save much pandemic almost ready buy our first house,0,1
661,c2ef6b4d,More time for things I'd like to do,time thing would like do,2,1
662,c3367bf3,quieter surroundings. Renewed contact with old friends.  A desire for a simpler life,quiet surrounding renew contact old friend desire simple life,6,1
663,c3a13262,getting to work from home. Getting time to catch up on personal goals. scheduling flexibility.,get work home get time catch personal goal scheduling flexibility,-1,0
664,c3c90e55,"more time spent alone, self reflecting, meditating, etc.. appreciation for my health, family and friends. more quiet time, opportunities to attend online events that wouldn't have occurred otherwise. . opportunities to attend online events, such as Tony Robbins seminar.",time spend alone self reflect meditate etc .. appreciation health family friend quiet time opportunity attend event would not occur otherwise opportunity attend event tony robbins seminar,0,0.943665394
665,c3cf3f5f,saving more,save,10,0.908621677
666,c3e1ed09,"same income, we spend a lot less on gas. My husband working from home has saved money which would have been spent on gasoline for the car.",income spend lot less gas husband work home save money which would spend gasoline car,10,0.852755128
667,c407763f,Home working,home work,7,1
668,c42be426,"Less smoking, more aware of surroundings .",less smoking aware surrounding,3,0.818340409
669,c46c8d5d,"I cannot travel for leisure as much, I avoid going into indoor spaces apart from my house unless essential, my self employment has changed meaning I no longer work out of the house.. I am more at one with nature, I now appreciate every day things more such as going for walks",can not travel leisure much avoid go indoor space apart house unless essential self employment change mean long work house .. one nature appreciate every day thing go walk,-1,0
670,c4782c12,Family time . More money,family time money,-1,0
671,c49cd901,Wash hands more.,wash hand,13,0.998910028
672,c4bf0922,Organizing.  Relaxing.  Being present.  Not spending money. A time to re-set.  Thinking about the future more aggresively. More time with dog.  Off of the gerbil wheel of life. Realized some of the rat race were not useful,organize relax present not spend money time re set think future aggresively time dog gerbil wheel life realize rat race not useful,-1,0
673,c5541af2,Better understanding of myself.. virtual meetings with people I no longer live near. Online weekly gatherings with friends who are physically distant.,well understanding .. virtual meeting people long live near weekly gathering friend who physically distant,6,0.845192103
674,c600a6f7,made us spend less money and save more,make we spend less money save,10,1
675,c638999b,"I have more time to exercise. I talk to my family more often, I have more time to exercise, I have taken up yoga, I feel part of the local community in a new way. I exercise more. I have more time to write. I don't have to commute so much.. Working from home. Having more time for myself. Spending a lot more time outdoors. Connecting with people who live at an impractical distance online.",time exercise talk family often time exercise take yoga feel part local community new way exercise time write do not commute much .. work home time spend lot time outdoors connect people who live impractical distance,0,1
676,c6a504db,Time to do things in my home that I would not have had time to do before COVID-19.   It has taught me to plan ahead,time do thing home would not time do covid 19 teach plan ahead,-1,0
677,c6a7a272,"More community spirited. cooking more healthier meals for my family. feel more calmer. Cooking more from scratch. able to spend more time with my child, feel more rested",community spirited cooking healthy meal family feel calm cooking scratch able spend time child feel rest,1,1
678,c70a3968,More General reading and Bible study. More Reading. Have played Music more frequently and read more.,general read bible study reading play music frequently read,8,1
679,c71eb976,More handgel used. I wash my hands for longer.,handgel use wash hand long,13,1
680,c74aa036,More time to do work.. More video game time. More time with friends,time do work .. video game time time friend,-1,0
681,c7564bc3,"Spending more time with family. More focused on what is truly important in life. Am using this time to better myself physically, financially, etc.. More quality time spent with the family.",spend time family focus what truly important life use time well physically financially etc .. quality time spend family,5,0.876219853
682,c79fd8d5,more online purchasing,purchase,-1,0
683,c7b02690,"More physical activity. Exercising more.  Listened to more music, exercised more",physical activity exercise listen music exercise,12,1
684,c7db617f,Increased fitness and attention to wellbeing. I'm exercising a lot more. I've paid off some debts and become fitter. Savings have increased and less traveling which has been good.,increase fitness attention wellbeing exercise lot pay debt become fitter saving increase less travel which good,0,0.956381861
685,c837fe2b,Speaking more frequently to friends who aren't people i see everyday.. Better relationship with people. Appreciating family and friends more,speak frequently friend who not people see everyday .. well relationship people appreciate family friend,6,0.407617281
686,c9260dc7,"spending time with people i care about. Moving in with my boyfriend, free time. More free time. Left a toxic relationsjip",spend time people care move boyfriend free time free time leave toxic relationsjip,-1,0
687,c97a4889,More time to work out and I am being healthier.. More time to exercise.  More time to do work,time work healthy .. time exercise time do work,0,0.855417935
688,c99a0d11,"working from home, reduced commute.  no commute. working from home",work home reduce commute commute work home,11,1
689,c9c608d2,Less pollution . Less pollution. less income.,less pollution less pollution less income,3,1
690,ca10ff02,Didn't feel pressure to go to social events I didn't care for but went anyway in the past.,not feel pressure go social event not care go anyway past,-1,0
691,ca35346c,No alarm clock in the mornings .,alarm clock morning,2,0.730534925
692,ca69d4fa,More time with my household,time household,2,0.795818953
693,ca7d481b,A renewed focus on following passions and hobbies due to spending more time at home.. Everyone in my family has improved their cleaning policies. I have more urgency and honesty in communications with friends and family and more time to dedicate to hobbies.. Increased productivity and more free time for hobbies and self-improvement due to constant work-form-home.. More time at home to take up hobbies and finally get around to some fun projects I had always wanted to do.,renew focus follow passion hobby due spending time home .. everyone family improve their cleaning policy urgency honesty communication friend family time dedicate hobby .. increase productivity free time hobby self improvement due constant work form home .. time home take hobby finally get around fun project always want do,8,0.739775004
694,cb010c1f,"Due to having lost my private self-employed income, I am now devoting myself to: 1) long walks on quiet suburb streets everyday with my house-mate; 2) tending my garden in a more consistent manner and 3) appreciating the transitions of late winter into early spring.. Initially there was a 'Dunkirk' spirit - sort of - gosh, this is crap and we're all going to die, so why not make the most of it and be jolly - if you're not UK heritage, you may not understand the concept (I don't mean that rudely) but now that it's been going on since 23 rd March - some near 6 weeks, fatigue and worry have replaced the bohomie and neighbourlyness that was prevalent - now it's just - fuck, this is awful and life will never be the same and we are all poorer and are we going to survive and how are we going to cope with our financial obligations and our commitments... life sucks - and it's even worse for those with serious pre-existing co-morbidities. Much less frequent contact with family and friends - obvious, isn't it? Daft question.. I've essentially been super-shielding as am in the hyper-clinically vulnerable group and all my work has been done virtually, on-line @ home and I have really enjoyed this - plus, I have spent time @ home, in my large garden, enjoying the house and garden and taking advantage of 'slowing' down and not having to rush out the door to clients and rush around afterwards to the cinema, the pub, meals out and the theatre or go to shops - it has been much calmer and slower. On the whole, I've prefered this way of life. It's less 'consumerist and capitalist crap'.",due lose private self employ income devote 1 long walk quiet suburb street everyday house mate 2 tend garden consistent manner 3 appreciate transition late winter early spring .. initially dunkirk spirit sort gosh crap go die why not make jolly not uk heritage may not understand concept do not mean rudely go since 23 rd march near 6 week fatigue worry replace bohomie neighbourlyness prevalent fuck awful life will never poorer are we going survive how are we going cope our financial obligation our commitment ... life suck even bad serious pre exist co morbidity much less frequent contact family friend obvious not daft question .. essentially super shielding am in hyper clinically vulnerable group work do virtually line home really enjoy plus spend time home large garden enjoy house garden take advantage slow not rush door client rush around afterwards cinema pub meals theatre go shop much calmer slow whole prefer way life less consumerist capitalist crap,-1,0
695,cb560c88,More time to myself. Morr time at home with my family.  Ive completed a certification and 2 degrees,time morr time home family ve complete certification 2 degree,-1,0
696,cbf4ad35,Spending more time with immediate family,spend time immediate family,1,0.928505258
697,cca1fae3,spending time w spouse. reading more. spouse working at home. lunch daily with spouse,spend time w spouse read spouse work home lunch daily spouse,1,1
698,ccb38776,"more time at home with spouse, cooking, nesting for baby to come. husband and self at home together is nice - we both normally travel a lot for work so it's nice to be spending so much time together. Eating better, husband around to take care of baby. eating better, seeing husband more",time home spouse cook nest baby come husband self home together nice normally travel lot work nice spending much time together eat well husband around take care baby eat well see husband,5,1
699,ccc29486,"My children call me more frequently. children call more often. spend more time with spouse, saving money, fewer expenses. saved money",child call frequently child call often spend time spouse save money few expense save money,4,0.819321563
700,cd6cca11,getting fit. change of outlook on life. taking up running. General outlook & evaluating wants & needs,get fit change outlook life take run general outlook evaluate want need,-1,0
701,ce04a7a7,"Enjoying the silence. Skype with family abroad every day, friends keep in touch more and inline shopping is very helpful. all shopping online, sense of contentment.",enjoy silence skype family abroad every day friend keep touch inline shopping helpful shopping sense contentment,6,0.446162511
702,cec6b483,Less traffic on commute to/from work. Working less hours but being paid the same.,less traffic commute work work less hour pay,11,1
703,cf3540e4,Taking time to relax.,take time relax,-1,0
704,cfbf5ee4,Reading more. Educating myself via online courses..,read educate via course ..,8,0.790085617
705,cfc9506b,more exercise. eating healthily.,exercise eat healthily,0,1
706,d013c445,More exercise .,exercise,12,0.876367768
707,d03282c8,Spending more time with my husband & child. Spending more time with my husband & child. Spending more time with husband and child. Having more free time due to not travelling to work or going out,spend time husband child spending time husband child spending time husband child free time due not travel work go,-1,0
708,d08b9ff4,More time with my wife.,time wife,-1,0
709,d0fb3fd9,I have received an increase in online survey opportunities.. Increased income and opportunity. Increased number of study/survey opportunities. A Small Increase in Financial Activity.,receive increase survey opportunity .. increase income opportunity increase number study survey opportunity small increase financial activity,-1,0
710,d100172a,"Reduced work stress, having time t do things I don't usually, improving cooking skills. Encouraged to move. Husband found it easier to work",reduce work stress time do thing do not usually improve cooking skill encourage move husband find easy work,5,1
711,d144b4dd,"The surrounding area is more peaceful and people are more friendly when passing whilst out for exercise.. Enjoying walks, talking with neighbours (at a distance!), catching up with family. A better 'pace' of life and new friends. Less stress on daily activities, getting to know neighbours better",surround area peaceful people friendly when pass whilst exercise .. enjoy walk talk neighbour distance catch family well pace life new friend less stress daily activity get to know neighbour well,3,0.590435822
712,d18a8a5f,i'm exercising more.,exercise,12,1
713,d1e18348,promise of a federal stimulus check will help. less time wasted going shopping. I found that I prefer curbside pickup to in-store shopping and will continue this gladly.. I discovered that I really like curbside grocery pickup over in-store shopping and will continue this indefinitely.,promise federal stimulus check will help less time waste go shop find prefer curbside pickup store shopping will continue gladly .. discover really like curbside grocery pickup store shopping will continue indefinitely,10,1
714,d211aacf,more time with son.  more time with family,time son time family,2,0.75045776
715,d2b27fd1,"Noticing more nature, clear skies, less traffic and quieter streets. Why can't it be like this all the time?. I have started walking more each day since the start of the first lockdown.",notice nature clear sky less traffic quiet street why can not like time start walk day since start first lockdown,3,0.713370833
716,d2c9654c,Shop small businesses.,shop small business,3,0.659170509
717,d2d5fdfb,keeping hands away from face.,keep hand away face,13,1
718,d3ca19bf,Has given me more time to exercise in the morning as I now work from home and don't commute to work,give time exercise morning work home do not commute work,-1,0
719,d401b3c5,"More exercise as husband working from home so can look after toddler. More time as a family. Time as a family, time to exercise. More time for my son with his father. Time for me to get out and exercise.. My son has been able to spend more time with us. I feel his language development has improved as a result.",exercise husband work home can look toddler time family time family time exercise time son his father time get exercise .. son able spend time we feel his language development improve result,0,0.935577022
720,d40d550f,Spending more time learning a language.,spend time learn language,8,1
721,d44a8505,Better exercise.,well exercise,12,0.789303153
722,d4bd0715,"More relaxed, spending less time commuting, catching up with friends who live far away. More relaxed as I am often rushing around and very busy, living with my partner during lock down has been good and we have been able to spend more time together, more time for reading and exercise. Moved in with partner, more exercise, about to get a puppy as I am will be allowed to continue flexible working post pandemic. Moved in with my partner and brought us closer together emotionally, got a dog, lost weight, improved at running",relaxed spend less time commute catch friend who live far away relaxed often rush around busy live partner lock good able spend time together time read exercise move partner exercise get puppy will allow continue flexible work post pandemic move partner bring we close together emotionally get dog lose weight improve run,-1,0
723,d57fa43c,"We met and now talk to our next door neighbours, I see my partner much more frequently because he's off work a lot more (I work from home). I've had time to start meditating daily and increase my Russian studies. I started getting into graphic design and began my own business. I've had more time to reflect on myself and how I want to live, rather than conforming to society's extrovert ideals. I have also spent some of the time studying languages and building up my CV",meet talk our next door neighbour see partner much frequently work lot work home time start meditate daily increase russian study start get graphic design begin business time reflect how live rather conform society extrovert ideal also spend time study language build cv,-1,0
724,d5b9adaf,spending more time with loved ones.,spend time love one,1,0.474794963
725,d639b2ca,More time for hobbies and self-care. Relaxation. More time with family,time hobbie self care relaxation time family,2,0.944521744
726,d64ea76e,Spending less.,spend less,10,1
727,d6db32b5,"Time with children. Less traffic .  Financially, living more simply",time child less traffic financially live simply,4,0.894845835
728,d71a9ca7,"running outdoors, appreciating nature. outdoors running. appreciation of local area, more time for lunch, more time spent in local community, options to exercise during the day. working from home, more time in local community",run outdoors appreciate nature outdoors run appreciation local area time lunch time spend local community option exercise day work home time local community,0,0.946640997
729,d7211e12,Spending time with my husband and children. More quality time with my husband and kids.,spend time husband child quality time husband kid,4,1
730,d747f918,Spending more time with the family. More time spent with family. Saving money and spending more time with my family. Got to spend more time with family,spend time family time spend family save money spending time family got spend time family,1,1
731,d77c21b7,Had time to reflect on some negative things in my life and sought to remove them.,time reflect negative thing life seek remove,-1,0
732,d77d5a63,I don't have to wage slave anymore.. government lockdowns mean life is restricted generally.. less stress,do not wage slave anymore .. government lockdown mean life restrict generally .. less stress,5,1
733,d77de68a,Being with family more. Being with my children more.,family child,2,0.867798829
734,d78fde5d,spend more time with family.   more time to spend with family.,spend time family time spend family,1,0.998546762
735,d7add4b5,No longer leaving the house.,long leave house,7,0.414161677
736,d7da96fd,MORE REGULAR DAILY EXERCISE.,regular daily exercise,12,0.54525655
737,d7e91762,dinner around the table together as a family every night.,dinner around table together family every night,1,0.688343008
738,d858a985,Being friendly to other people . More time with family and cooking.,friendly people time family cooking,1,1
739,d880d364,More time for myself.,time,2,0.767121869
740,d890df2b,Can't go out in public like i used to.,can not go public like use,6,0.394879306
741,d89107ad,closer with family.,close family,1,0.536231485
742,d8db3056,Able to save money & family time. More family time . Work from home,able save money family time family time work home,-1,0
743,d8e41352,more gratitude. I am becoming more patient. I have been eating better than before.. I have gotten stronger mentally and emotionally.,gratitude become patient eat well .. get strong mentally emotionally,9,1
744,d9961458,"More homecooked meals, spending more time with family..   More time with my partner and family, led to moving and a better job.",homecooked meal spend time family .. time partner family lead move well job,1,1
745,d9d8a997,"I'm exercising more. More exercise. Exercising more. Focusing more on self care.. Going for walks, focusing on the small things, working on myself, increased fitness from exercising more",exercise exercise exercise focus self care .. go walks focus small thing work increase fitness exercise,0,1
746,da252a67,"Spending more time with my partner, try to learn to cook some dishes.. Spend more time with my partner. Spend more time with partner or family. I managed to spend way more time with family and partner, I had time to get an eye surgery to correct my vision, I decided to change industry to get a job and now I have better working conditions.",spend time partner try learn cook dish .. spend time partner spend time partner family manage spend way time family partner time get eye surgery correct vision decide change industry get job well working condition,5,1
747,dad8a51c,Working from home. not having to drive to work. I'm not driving to work so my hip feels almost normal.  I'm less stressed not driving every day.  Even though my pay was cut I've been able to save more.. I get the privilege of working from home. I'm not putting mileage on my car.,work home not drive work not drive work hip feel almost normal less stressed not drive every day even though pay cut able save .. get privilege work home not put mileage car,5,0.91695014
748,dbc78b27,"Being more positive .  not going to restaurants or holidays. discovery of new hobbies, yoga and the great compatibility with my partner",positive not go restaurant holiday discovery new hobby yoga great compatibility partner,0,1
749,dbd812bc,I'm able to concentrate on helping others. Thinking of others more.  Better work/life balance due to much reduced commuting,able concentrate help other think other well work life balance due much reduce commuting,-1,0
750,dc90259e,"Lower pollution, lower traffic, more wildlife about.. Reduced traffic, better air quality, lower noise pollution.",low pollution low traffic wildlife .. reduce traffic well air quality low noise pollution,3,1
751,dd91f642,Increased my involvement in organized texting campaigns.,increase involvement organize texting campaign,9,1
752,dd9be5de,Cleaner air. Spending more time with my wife.,clean air spending time wife,-1,0
753,ddab6104,More family time. More family time.  More family time,family time family time family time,2,1
754,ddba36c1,Family time.  Saved money,family time save money,-1,0
755,ddbfca35,I've became more active.. I've started working out daily..  More blessings,become active .. start work daily .. blessing,0,1
756,ddc9bff1,better work life balance,well work life balance,-1,0
757,dec69815,More time to sleep at home.. More time to play games.,time sleep home .. time play game,2,0.759541691
758,df34ae7f,"more time with children. more time with children, home schooling and crafts etc. more family time, I enjoyed schooling children when I could. More time with children",time child time child home schooling craft etc family time enjoy schooling child when could time child,4,0.979202055
759,df5f2e6c,Slower paced reality. i'm an essential worker who still got a stimulus payment. stimulus money was a bonus. stimulus money benefitted us greatly.,slow paced reality essential worker who still get stimulus payment stimulus money bonus stimulus money benefit we greatly,10,1
760,dfcaa659,"becoming closer to my faith. becoming closer to my religion, spending time with family",become close faith become close religion spend time family,1,0.56002206
761,e00deb2a,Spending more time with my son. Spending more time with my partner and child and spending more time running for fitness..  Getting fitter,spend time son spend time partner child spend time run fitness .. get fitter,0,1
762,e0ce1e5c,"We are spending more time as a family, trying to build good memories because we are all home. Cooking at home more too.. I find that most people are more friendly and willing to help one another.. More time with child, spouse does not travel (he used to travel much more for work). I'm more intentional about exercising. I'm spending more time with family members although those times can also be quite stressful.",spend time family trying build good memory home cooking home .. find people friendly willing help one another .. time child spouse does not travel use travel much work intentional exercise spending time family member although time can also quite stressful,5,1
763,e0d783cf,Financially better. Increased work load.. More time spent with child. Spent more time with my child.,financially well increase work load .. time spend child spend time child,-1,0
764,e0ea8f84,"Less traffic. More time spent at home resulted in tidier house, garden, learned to cook more things and read more. More time to take in my immediate environment which somehow I was too busy to enjoy.  Stopped amd smell the roses now and take things less seriously, try to enjoy what's in front of me more than seeking them in far away places.",less traffic time spend home result tidy house garden learn cook thing read time take immediate environment which somehow busy enjoy stop amd smell rose take thing less seriously try enjoy what front seek far away place,3,0.683677166
765,e1b11a02,working out a lot more. I'm healthier now. Ive started working out a lot more in my free time,work lot healthy ve start work lot free time,0,0.858506007
766,e1f968fe,Working from home has some benefits as there is more time in the day when you don't commute.  Saved money due to less socialising (and kept job). Saved money,work home benefit time day when do not commute save money due less socialising keep job save money,11,0.904614823
767,e24488f6,More time with partner. Spending more time with husband. Able to get things done around the house. Had time to learn new crafting skills.. Feeling more relaxed.,time partner spending time husband able get thing do around house time learn new craft skill .. feel relaxed,5,1
768,e25cedaf,More Time with immediate family . Contact with friends. Speaking to my friends more on the phone. I have learnt new skills,time immediate family contact friend speak friend phone learn new skill,6,0.408534425
769,e29cef04,Spending more quality time with my family. More quality family time. Better work life balance. Saved money and able to work from home,spend quality time family quality family time well work life balance save money able work home,5,1
770,e30ebf7d,"Chance to complete large tasks while off work, spending time with my household .  Quality time with family, work grant enabled me to have a safety net for my maternity leave. Home improvements moving on much quicker. Less stress while pregnant. Time with kids, lots of fresh air, lots of home improvements completed",chance complete large task work spend time household quality time family work grant enable safety net maternity leave home improvement move much quick less stress pregnant time kid lot fresh air lot home improvement complete,-1,0
771,e33e41a0,"Have time to work on hobbies, thus mental health is in some ways improved.",time work hobbie thus mental health way improve,5,0.897290318
772,e3f28c63,"More time spent with family.. More time spent at home with family. Focus on health, fitness and appreciation.. more time spent with family. More time spent at home with family; re-evaluation of what's truly important.",time spend family .. time spend home family focus health fitness appreciation .. time spend family time spend home family re evaluation what truly important,0,0.947520438
773,e40000ec,I have been able to spend more time with my children. I have gotten to spend more time with my family at home. Spent more time with my family. I got to spend more time with my kids which was awesome,able spend time child get spend time family home spend time family got spend time kid which awesome,4,1
774,e40049bf,"Ability to conduct visits with healthcare providers from home. Ability to obtain appointments with my many medical specialists. Greater accessibility to postsecondary educational opportunities. My mother pursued a career that she's great at, taking a lot off my shoulders. I also had in increase in my side gig's profitability (pet sitting)",ability conduct visit healthcare provider home ability obtain appointment many medical specialist great accessibility postsecondary educational opportunity mother pursue career great take lot shoulder also increase side gig profitability pet sitting,-1,0
775,e533ec31,I've managed to decorate the entire house and sort the garden out.,manage decorate entire house sort garden,-1,0
776,e55038a1,nop rush hour on the highways.,nop rush hour highway,3,1
777,e59b4117,"Losing weight saving money. more time for getting house decorated,lost weight due to not going out for meals 4 times a week and saving money.  saved money and cut down on drinking alcohol",lose weight save money time get house decorate lost weight due not go meal 4 time week save money save money cut drink alcohol,0,0.802361859
778,e5bcd042,unemployment pays me more than my job did .,unemployment pay job,7,0.331321566
779,e5c8b35f,I have enjoyed working from home most days.,enjoy work home day,7,0.660991182
780,e5d8c578,"Taking pleasure in the return of nature and lack of pollution. Lack of traffic/pollution and increase in wildlife.  Less traffic, noise, pollution, better conditions for wildlife",take pleasure return nature lack pollution lack traffic pollution increase wildlife less traffic noise pollution well condition wildlife,3,0.94704279
781,e63e4dfb,family time.,family time,2,1
782,e68ac4eb,"weight loss, better eating and sleep habits, less alcohol. ive been taking better care of my health. increased attention to my own health (exercise, diet) more time for my own hobbies",weight loss well eat sleep habit less alcohol ve take well care health increase attention health exercise diet time hobby,0,0.742677918
783,e6977453,"taking more me time. washing hands more, spending more time with kid.  working from home has helped my chronic illnesses lessened my stress.",take time wash hand spend time kid work home help chronic illness lessen stress,5,1
784,e7102e13,More time with family..   More free time.,time family .. free time,2,0.867798829
785,e8191c12,I am connecting with my family moreand making more money from online studies about COVID-19.,connect family moreand make money study covid 19,-1,0
786,e8fca55e,"Better work, more independence. Feelings of security.  More income, became more comfortably independent.",well work independence feeling security income become comfortably independent,-1,0
787,e9019193,keeping in touch with family more.,keep touch family,6,0.633595166
788,e90e6a01,more value in life. More family time. Closer with family. Closer together with those who matter most,value life family time close family close together who matter,1,0.624779134
789,e9198699,I have managed to save money since the Pubs have been closed down.,manage save money since pub close,10,1
790,e954ea28,more time for hobbies. more time together with my husband.,time hobby time together husband,1,1
791,e9684b32,better work life balance. more time for yourself. Better work life balance. Better work life balance,well work life balance time yourself well work life balance well work life balance,-1,0
792,ea3ca5c7,"spending more time together, and loving it. able to clear debt and save due to reduced expenditure. We have saved plenty of money, and are far more outdoors orientated now",spend time together love able clear debt save due reduce expenditure save plenty money far outdoors orientated,5,0.999023683
793,eab5ada4,I'm getting some projects done around the house..,get project do around house ..,-1,0
794,eae84e56,"less time on social media, more appreciation for the little things in life, doing more self-care. more appreciation for little things, people seem friendlier to say hi from a distance when out for one hour of exercise.  Being more grateful for little things",less time social medium appreciation little thing life self care appreciation little thing people seem friendly say hi distance when one hour exercise grateful little thing,9,0.946567012
795,eb3a76fc,not as many groups of youths hanging around at the  weekend. Time to sit and think. appreciating the small things.,not many group youth hang around weekend time sit think appreciate small thing,9,0.713752447
796,eb683b4e,The opportunity to try new ways of doing things at work. Increased work benefits/bonuses.,opportunity try new way thing work increase work benefit bonus,-1,0
797,eb6f6fac,I spend quality time with my family. I spend quality time with my child and my husband.. I started exercising regularly.. I started to exercise regularly,spend quality time family spend quality time child husband .. start exercise regularly .. start exercise regularly,0,0.874721262
798,ebdd0900,More time. Eating more healthily.,time eat healthily,-1,0
799,ec55e6ce,More time with children and husband. More time as a family. More time with children,time child husband time family time child,2,0.789511714
800,ec8aab1c,More time focusing on my child. More time with my child.,time focus child time child,2,0.839327196
801,ed505ba4,I could have some rest.,could rest,-1,0
802,ed59b8fd,Less people being around means the area is much quieter.  Earning money through Covid related surveys like this.,less people around mean area much quiet earn money covid relate survey like,-1,0
803,ed97bfa2,"Spending lots of time at home with daughter; we don't have to rush anywhere..  Saved mony, more family time. extra hours in work",spend lot time home daughter do not rush anywhere .. save mony family time extra hour work,4,0.774286087
804,ef02ef91,Work opportunities.  Financial. Ability to work remotely,work opportunity financial ability work remotely,-1,0
805,ef623c3b,cleaning needed areas.,clean need area,-1,0
806,f0616458,I am spending more quality time with my kids.. Spend more time with my family members.  Enjoy exploring the are I live in and going out to nature parks.. I get to spend more time with my kids.  We have had to be creative and find things to entertain ourselves.  We have saved money we would have spent going out.,spend quality time kid .. spend time family member enjoy explore live go nature park .. get spend time kid creative find thing entertain save money would spend go,-1,0
807,f074e6f8,"Currently working from home, so spend no money of food during working hours.",currently work home spend money food working hour,-1,0
808,f0aa1aa9,Working from home = no commute!. working from home is a positive for me. Additional savings due to not spending money on going out/travel/commuting. Increased savings rate,work home commute work home positive additional saving due not spend money go travel commute increase saving rate,11,0.831640878
809,f12f126d,Increased gratitude. More grateful for technology to connect with family. Much more effort to stay connected with family members i can't physically see. More appreciative of being able to go out and about,increase gratitude grateful technology connect family much effort stay connected family member can not physically see appreciative able go,9,1
810,f1570e37,More exercise. healthy eating and more exercising.,exercise healthy eating exercise,0,1
811,f1b5386a,"More exercise, less stress from uni work. I'm getting more uni work done",exercise less stress uni work get uni work do,5,0.976486407
812,f2829d69,I've done more gardening. I was able to spend more time with my daughters who were both forced home from school.. I got to spend more time with my daughters who would have been away at college.,do gardening able spend time daughter who force home school .. got spend time daughter who would away college,4,0.748540572
813,f2954d24,"Spending quality time with family. Sorting out stuff in the house. Watching lots of films!. More time with family, re-learning French, watching lots of films.. It was quite nice spending time with family though would rather not under those circumstances. Better technology being used by services and businesses.. More time at home to do things with family and home improvements",spend quality time family sort stuff house watch lot film time family re learn french watch lot film .. quite nice spending time family though would rather not circumstance well technology use by service business .. time home do thing family home improvement,-1,0
814,f2d6e07f,Following Govt guidelines. More regular contact with family and friends by FaceTime and phone. . Daily phone/ video messaging with family. .,follow govt guideline regular contact family friend by facetime phone daily phone video messaging family,6,1
815,f394e72a,I have started running and taken up an interest in improving my fitness..  I began to exercise more compared to before COVID-19,start run take interest improve fitness .. begin exercise compare covid 19,0,1
816,f39f639f,Personal development - I've had time to study towards my professional exam. Spend more fine with my son. More time with family. More time spent with family,personal development time study towards professional exam spend fine son time family time spend family,4,0.677744962
817,f3feac97,A coming together of the local community.,come together local community,9,1
818,f484f708,Working from home is possible.  Working from home offers some benefits,work home possible work home offer benefit,7,0.438635428
819,f4c2cc80,Community spirit.  Gimme working. Working from home,community spirit gimme work work home,7,1
820,f507c943,"Renewed focus on important things . Slower pace of life, time to spend with my son.. Prioritising family, health, building work, debt. Work life balance, home improvement, regular contact with family",renew focus important thing slow pace life time spend son .. prioritise family health build work debt work life balance home improvement regular contact family,5,1
821,f5299a02,Don't have to commute. No commuting,do not commute commute,11,0.875844201
822,f58213ec,My GPA has improved.,gpa improve,-1,0
823,f5a40053,"Mu husband has got more time to play with the children because he works from home now.  Husband working from home more, slower peace of life, I've managed to get some work from home. I've got to spend more time with my family as schools in the area have been closed for long periods of time.",mu husband get time play child work home husband work home slow peace life manage get work home get spend time family school area close long period time,5,1
824,f5ef5cca,"i have a cleaner house, saving money on gas. i am saving money on gas and other things.  I worked from home for a while and saved on gas.",clean house save money gas save money gas thing work home save gas,-1,0
825,f6295911,"less noise, cleaner air. More time with spouse. reduced commuting. No commuting",less noise clean air time spouse reduce commuting commute,11,0.93571304
826,f6357eb1,"Eating healthier, working from home means I wake up almost 2 hours later than when I commuted for work.. No commute means I get an extra hour in bed, also have time for yoga immediately after work. Much shorter commute, eating healthier meals. Changed careers and now in a relationship",eat healthy work home mean wake almost 2 hour later when commute work .. commute mean get extra hour bed also time yoga immediately work much short commute eat healthy meal change career relationship,0,0.944665419
